title,release_date,genre,imdb_rating,casts,movie_id
city hunter,2018,"Animation,Action,Comedy,Crime",6.5,"Yôko Asagami,Tia Lynn Ballard,Dawn Michelle Bennett",5321
the last unicorn,1982,"Fantasy,Animation,Family,Adventure",7.5,"Jeff Bridges,Mia Farrow,Angela Lansbury",5322
food inc,2008,Documentary,7.8,"Michael Pollan,Eric Schlosser,Richard Lobb",5323
legionnaire,1998,"Adventure,Drama,Action,History,Thriller",5.5,"Jean-Claude Van Damme,Adewale Akinnuoye-Agbaje,Steven Berkoff",5324
thanks for sharing,2013,"Comedy,Drama",6.4,"Mark Ruffalo,Tim Robbins,Gwyneth Paltrow",5325
metro,1997,"Drama,Romance,War",7.4,"Catherine Deneuve,Gérard Depardieu,Jean Poiret",5326
heartbreak ridge,1986,"Action,Comedy,Drama,War",6.9,"Clint Eastwood,Marsha Mason,Everett McGill",5327
how to steal a million,1966,"Comedy,Crime",7.6,"Audrey Hepburn,Peter O'Toole,Eli Wallach",5328
the rider,2018,"Drama,Western",7.4,"Brady Jandreau,Mooney,Tim Jandreau",5329
envy,2004,Comedy,4.8,"Ben Stiller,Jack Black,Rachel Weisz",5330
the last station,2009,"Drama,Romance",7.0,"Helen Mirren,James McAvoy,Christopher Plummer",5331
happy go lucky,2008,"Drama,Comedy",7.0,"Sally Hawkins,Alexis Zegerman,Samuel Roukin",5332
do the right thing,1989,Drama,7.9,"Danny Aiello,Ossie Davis,Ruby Dee",5333
stalag 17,1953,War,8.0,"William Holden,Don Taylor,Otto Preminger",5334
parenthood,1989,"Comedy,Drama,Family",7.0,"Steve Martin,Mary Steenburgen,Dianne Wiest",5335
the exception,2017,Drama,6.8,"Lily James,Jai Courtney,Christopher Plummer",5336
what happened miss simone,2015,"Documentary,Music",7.6,"Nina Simone,Lisa Simone Kelly,Roger Nupie",5337
death wish ii,1982,"Action,Crime,Thriller",6.1,"Charles Bronson,Jill Ireland,Vincent Gardenia",5338
barb wire,1996,Science Fiction,3.3,"Pamela Anderson,Amir AboulEla,Adriana Alexander",5339
the fearless vampire killers,1967,"Comedy,Horror",7.2,"Jack MacGowran,Roman Polanski,Alfie Bass",5340
dumplin,2018,"Comedy,Drama",6.6,"Danielle Macdonald,Jennifer Aniston,Odeya Rush",5341
romance,1999,"Drama,Romance",5.2,"Caroline Ducey,Sagamore Stévenin,François Berléand",5342
the bay,2012,"Horror,Science Fiction,Thriller",5.6,"Will Rogers,Kristen Connolly,Kether Donohue",5343
sweet smell of success,1957,Thriller,8.1,"Burt Lancaster,Tony Curtis,Susan Harrison",5344
missing in action 2 the beginning,1985,"Action,War",5.4,"Chuck Norris,Soon-Tek Oh,Steven Williams",5345
nothing to lose,1997,"Action,Adventure,Comedy",6.7,"Martin Lawrence,Tim Robbins,John C. McGinley",5346
picnic at hanging rock,1975,"Drama,Mystery",7.5,"Rachel Roberts,Anne-Louise Lambert,Vivean Gray",5347
asterix and the vikings,2006,"Family,Animation,Comedy,Adventure",6.1,"Roger Carel,Lorànt Deutsch,Sara Forestier",5348
ida,2013,Drama,7.4,"Agata Kulesza,Agata Trzebuchowska,Dawid Ogrodnik",5349
freejack,1992,Science Fiction,5.4,"Emilio Estevez,Mick Jagger,Rene Russo",5350
the red sea diving resort,2019,"Drama,Thriller",6.6,"Mbulelo Grootboom,Sizo Mahlangu,Michael Kenneth Williams",5351
the osiris child,2016,Science Fiction,5.6,"Kellan Lutz,Daniel MacPherson,Isabel Lucas",5352
beasts of no nation,2015,"Drama,War",7.7,"Abraham Attah,Emmanuel Affadzi,Ricky Adelayitor",5353
in out,1997,Comedy,6.4,"Kevin Kline,Joan Cusack,Tom Selleck",5354
last man standing,1996,"Action,Crime,Drama,Thriller,Mystery",6.4,"Bruce Willis,Bruce Dern,William Sanderson",5355
borat cultural learnings of america for make benefit glorious nation of kazakhstan,2006,Comedy,7.3,"Sacha Baron Cohen,Ken Davitian,Luenell",5356
knockin on heaven s door,1997,"Comedy,Crime",8.0,"Til Schweiger,Jan Josef Liefers,Thierry van Werveke",5357
suspicion,1941,"Thriller,Action,Crime",5.5,"Emilia Clarke,Jack Huston,Sophie Lowe",5358
zack and miri make a porno,2008,Comedy,6.5,"Seth Rogen,Elizabeth Banks,Craig Robinson",5359
project a part ii,1987,"Action,Comedy",7.1,"Jackie Chan,Maggie Cheung,Rosamund Kwan",5360
cold in july,2014,"Drama,Thriller",6.8,"Michael C. Hall,Sam Shepard,Don Johnson",5361
rob roy,1995,"Adventure,History,War,Drama",6.9,"Liam Neeson,Jessica Lange,John Hurt",5362
teen spirit,2019,"Music,Drama",6.1,"Elle Fanning,Agnieszka Grochowska,Archie Madekwe",5363
kamen rider build new world kamen rider grease,2019,"Action,Science Fiction,Adventure",6.6,"Eiji Akaso,Eishin,Atsuhiro Inukai",5364
sole a catinelle,2013,Comedy,6.3,"Checco Zalone,Aurore Erguy,Miriam Dalmazio",5365
charlie bartlett,2007,"Comedy,Drama",7.0,"Anton Yelchin,Robert Downey Jr.,Hope Davis",5366
hollywoodland,2006,"Drama,Thriller,Crime",6.5,"Adrien Brody,Ben Affleck,Diane Lane",5367
ashby,2015,"Drama,Romance,Comedy",6.4,"Mickey Rourke,Nat Wolff,Emma Roberts",5368
dude where s my car,2000,"Comedy,Science Fiction",5.5,"Ashton Kutcher,Seann William Scott,Jennifer Garner",5369
cave of forgotten dreams,2010,"Documentary,Family",7.4,"Werner Herzog,Jean Clottes,Julien Monney",5370
dope,2015,"Crime,Drama,Comedy",7.2,"Shameik Moore,Tony Revolori,Kiersey Clemons",5371
private benjamin,1980,Comedy,6.2,"Goldie Hawn,Eileen Brennan,Armand Assante",5372
the peanuts movie,2015,"Adventure,Comedy,Animation,Family",7.1,"Noah Schnapp,Bill Melendez,Hadley Belle Miller",5373
witness for the prosecution,1957,"Drama,Mystery,Crime",8.4,"Tyrone Power,Marlene Dietrich,Charles Laughton",5374
the interpreter,2005,"Crime,Thriller",6.4,"Nicole Kidman,Sean Penn,Catherine Keener",5375
cracks,2009,"Drama,Mystery,Thriller",6.7,"Eva Green,Juno Temple,María Valverde",5376
bright star,2009,"Drama,Romance",6.9,"Abbie Cornish,Ben Whishaw,Paul Schneider",5377
code name the cleaner,2007,"Action,Comedy,Crime",4.6,"Cedric the Entertainer,Lucy Liu,Nicollette Sheridan",5378
vacancy,2007,"Horror,Thriller",6.2,"Kate Beckinsale,Luke Wilson,Frank Whaley",5379
the ice harvest,2005,"Action,Adventure,Comedy,Crime,Drama,Thriller",6.2,"John Cusack,Billy Bob Thornton,Connie Nielsen",5380
the shipping news,2001,"Drama,Romance",6.7,"Kevin Spacey,Julianne Moore,Judi Dench",5381
jacob s ladder,1990,"Drama,Mystery,Horror",7.5,"Tim Robbins,Elizabeth Peña,Danny Aiello",5382
the endless trench,2019,"Drama,History",7.3,"Antonio de la Torre,Belén Cuesta,Vicente Vergara",5383
in good company,2004,"Comedy,Drama,Romance",6.4,"Dennis Quaid,Topher Grace,Scarlett Johansson",5384
brexit the uncivil war,2019,"History,TV Movie,Drama",7.0,"Benedict Cumberbatch,Sarah Belcher,Malcolm Freeman",5385
oculus,2014,Horror,6.5,"Karen Gillan,Brenton Thwaites,Katee Sackhoff",5386
miracle,2004,"Drama,History",7.5,"Kurt Russell,Patricia Clarkson,Nathan West",5387
a family man,2017,Drama,6.5,"Gretchen Mol,Alison Brie,Anupam Kher",5388
killing me softly,2002,Thriller,5.5,"Heather Graham,Joseph Fiennes,Natascha McElhone",5389
devil s gate,2017,"Thriller,Horror,Science Fiction",5.1,"Amanda Schull,Shawn Ashmore,Milo Ventimiglia",5390
i now pronounce you chuck larry,2007,"Comedy,Romance",5.9,"Adam Sandler,Kevin James,Jessica Biel",5391
don t get out,2018,Thriller,5.8,"Wotan Wilke Möhring,Nora Huetz,Jasmina Al Zihairi",5392
swept away,2002,"Comedy,Romance",3.6,"Madonna,Adriano Giannini,Bruce Greenwood",5393
a walk in the woods,2015,"Adventure,Comedy,Drama",6.3,"Robert Redford,Nick Nolte,Emma Thompson",5394
memoirs of an invisible man,1992,"Comedy,Fantasy,Science Fiction",6.0,"Chevy Chase,Daryl Hannah,Sam Neill",5395
first daughter,2004,"Comedy,Drama,Family,Romance",5.1,"Katie Holmes,Marc Blucas,Michael Keaton",5396
one direction where we are the concert film,2014,"Documentary,Music",6.7,"One Direction,Harry Styles,Louis Tomlinson",5397
the best exotic marigold hotel,2011,"Drama,Comedy",7.2,"Judi Dench,Bill Nighy,Maggie Smith",5398
happy end,2017,Drama,6.7,"Isabelle Huppert,Jean-Louis Trintignant,Mathieu Kassovitz",5399
zatoichi,2003,"Adventure,Drama,Action",7.5,"Takeshi Kitano,Tadanobu Asano,Yui Natsukawa",5400
serving sara,2002,"Comedy,Romance",5.4,"Matthew Perry,Elizabeth Hurley,Bruce Campbell",5401
below,2002,"Thriller,Horror,Mystery",6.1,"Bruce Greenwood,David Crow,Matthew Davis",5402
return to me,2000,"Romance,Comedy",6.9,"David Duchovny,Minnie Driver,Carroll O'Connor",5403
disturbing the peace,2020,"Action,Crime",3.1,"Guy Pearce,Devon Sawa,Branscombe Richmond",5404
from prada to nada,2011,"Comedy,Drama,Romance",5.5,"Camilla Belle,Alexa PenaVega,Kuno Becker",5405
compliance,2012,"Drama,Thriller",6.4,"Ann Dowd,Dreama Walker,Pat Healy",5406
bubba ho tep,2002,"Comedy,Horror,Thriller,Mystery,Fantasy",7.0,"Bruce Campbell,Ossie Davis,Bob Ivy",5407
death at a funeral,2010,Comedy,5.7,"Chris Rock,Martin Lawrence,Keith David",5408
maximum overdrive,1986,"Action,Horror,Science Fiction",5.5,"Emilio Estevez,Pat Hingle,Laura Harrington",5409
virus,1999,"Horror,Action,Science Fiction",5.0,"Jamie Lee Curtis,Donald Sutherland,William Baldwin",5410
state of grace,1990,"Drama,Thriller,Crime",7.2,"Sean Penn,Ed Harris,Gary Oldman",5411
bad country,2014,"Drama,Action,Crime",5.8,"Matt Dillon,Willem Dafoe,Neal McDonough",5412
the adventures of pluto nash,2002,"Action,Comedy,Science Fiction",3.8,"Eddie Murphy,Jay Mohr,Randy Quaid",5413
still alice,2014,Drama,7.5,"Julianne Moore,Alec Baldwin,Kristen Stewart",5414
sleepwalkers,1992,"Fantasy,Horror,Thriller",5.3,"Brian Krause,Mädchen Amick,Alice Krige",5415
the fog,2005,Horror,6.8,"Adrienne Barbeau,Jamie Lee Curtis,Janet Leigh",5416
winter s bone,2010,Drama,7.2,"Jennifer Lawrence,John Hawkes,Garret Dillahunt",5417
w,2008,"Drama,History",6.3,"Josh Brolin,Elizabeth Banks,Ioan Gruffudd",5418
une belle quipe,2020,Comedy,5.5,"Kad Merad,Alban Ivanov,Céline Sallette",5419
an american haunting,2005,"Horror,Thriller",5.1,"Donald Sutherland,Sissy Spacek,Rachel Hurd-Wood",5420
stolen kisses,1968,unknown,5.3,"Tracy Ryan,Robert Eastwood,Renee Rea",5421
gunfight at the o k corral,1957,Western,7.2,"Burt Lancaster,Kirk Douglas,Rhonda Fleming",5422
second act,2018,"Romance,Comedy",5.8,"Jennifer Lopez,Vanessa Hudgens,Leah Remini",5423
batman and harley quinn,2017,"Adventure,Action,Animation,Science Fiction",5.9,"Kevin Conroy,Melissa Rauch,Paget Brewster",5424
frenemies,2012,"Drama,Family,TV Movie,Comedy",5.0,"Bella Thorne,Zendaya,Mary Mouser",5425
red river,1948,"Western,Action",7.8,"John Wayne,Montgomery Clift,Joanne Dru",5426
the goods live hard sell hard,2009,Comedy,5.8,"Jeremy Piven,Ving Rhames,David Koechner",5427
purple rain,1984,"Drama,Music,Romance",6.6,"Prince,Apollonia Kotero,Morris Day",5428
the pink panther,1963,"Action,Comedy,Crime,Mystery,Family",5.7,"Steve Martin,Kevin Kline,Jean Reno",5429
a perfect ending,2012,"Drama,Romance",5.7,"Barbara Niven,Bryan Mordechai Jackson,Jessica Clark",5430
the endless,2018,"Science Fiction,Horror,Thriller",6.5,"Aaron Moorhead,Justin Benson,Callie Hernandez",5431
little fockers,2010,"Comedy,Romance",5.5,"Ben Stiller,Teri Polo,Robert De Niro",5432
the past,2013,"Science Fiction,Drama,Romance,Comedy",6.6,"Brendan Fraser,Alicia Silverstone,Christopher Walken",5433
secondhand lions,2003,"Comedy,Family",7.5,"Haley Joel Osment,Michael Caine,Robert Duvall",5434
lost river,2015,"Fantasy,Thriller,Drama",5.8,"Christina Hendricks,Iain De Caestecker,Matt Smith",5435
breakdown,1997,"Drama,Action,Thriller",6.9,"Kurt Russell,J.T. Walsh,Kathleen Quinlan",5436
dragon ball z bardock the father of goku,1990,"Action,Animation,Science Fiction,Drama",7.9,"Masako Nozawa,Kazuyuki Sogabe,Yûko Mita",5437
whatever it takes,2000,"Drama,Comedy,Romance",5.5,"Shane West,Marla Sokoloff,Jodi Lyn O'Keefe",5438
shine a light,2008,Documentary,7.2,"Mick Jagger,Keith Richards,Charlie Watts",5439
lea to the rescue,2016,"Family,Adventure",5.1,"Maggie Elizabeth Jones,Laysla De Oliveira,Storm Reid",5440
the student,2015,Thriller,4.3,"Alicia Leigh Willis,Blake Michael,Trevor St. John",5441
marvel one shot a funny thing happened on the way to thor s hammer,2011,"Science Fiction,Fantasy",7.3,"Clark Gregg,Jessica Manuel,Jeff Prewett",5442
species iii,2004,"Science Fiction,Action,Horror",4.2,"Robin Dunne,Robert Knepper,Sunny Mabrey",5443
lock stock and two smoking barrels,1998,"Comedy,Crime",8.2,"Jason Flemyng,Dexter Fletcher,Nick Moran",5444
doctor who the day of the doctor,2013,"Science Fiction,Adventure",9.4,"Matt Smith,David Tennant,Christopher Eccleston",5445
paperman,2012,"Animation,Family,Romance",8.3,"John Kahrs,Kari Wahlgren,Jack Goldenberg",5446
staying alive,1983,"Drama,Music",4.7,"John Travolta,Cynthia Rhodes,Finola Hughes",5447
career opportunities,1991,"Drama,Comedy,Romance",5.9,"Frank Whaley,Jennifer Connelly,Dermot Mulroney",5448
billy bathgate,1991,"Drama,Action,Thriller,Crime",5.9,"Dustin Hoffman,Nicole Kidman,Loren Dean",5449
third person,2013,"Drama,Romance",6.3,"Liam Neeson,Mila Kunis,Adrien Brody",5450
somewhere,2010,"Comedy,Drama",6.3,"Stephen Dorff,Elle Fanning,Chris Pontius",5451
veronika decides to die,2009,"Drama,Romance",6.4,"Sarah Michelle Gellar,Jonathan Tucker,Erika Christensen",5452
the sweet hereafter,1997,Drama,7.5,"Ian Holm,Sarah Polley,Caerthan Banks",5453
john q,2002,"Drama,Thriller,Crime",7.1,"Denzel Washington,Robert Duvall,Gabriela Oltean",5454
bullet head,2017,"Drama,Crime,Thriller",5.4,"Adrien Brody,Antonio Banderas,John Malkovich",5455
rocco,2016,Documentary,5.8,"Rocco Siffredi,Anikka Albrite,Veronica Avluv",5456
justice league throne of atlantis,2015,"Science Fiction,Action,Animation,Adventure",6.7,"Sean Astin,Rosario Dawson,Nathan Fillion",5457
land of mine,2015,"Drama,History,War",7.8,"Roland Møller,Louis Hofmann,Joel Basman",5458
phantasm,1979,"Horror,Science Fiction",6.8,"A. Michael Baldwin,Bill Thornbury,Reggie Bannister",5459
adventureland,2009,Comedy,6.8,"Jesse Eisenberg,Kristen Stewart,Ryan Reynolds",5460
village of the damned,1995,"Thriller,Horror,Science Fiction",5.7,"Christopher Reeve,Kirstie Alley,Linda Kozlowski",5461
interstate 60,2002,"Adventure,Comedy,Fantasy",7.7,"James Marsden,Gary Oldman,Kurt Russell",5462
thirteen,2003,"Crime,Thriller",6.9,"George Clooney,Brad Pitt,Matt Damon",5463
the aftermath,2019,"Drama,Romance,War",6.3,"Keira Knightley,Ned Wills,Pandora Colin",5464
mcfarland usa,2015,Drama,7.4,"Kevin Costner,Maria Bello,Ramiro Rodriguez",5465
elena undone,2010,"Drama,Romance",6.1,"Necar Zadegan,Thunderbird Dinwiddie,Gary Weeks",5466
the snow walker,2003,"Action,Adventure,Drama",7.3,"Barry Pepper,Annabella Piugattuk,James Cromwell",5467
midnight express,1978,"Drama,Crime",7.6,"Brad Davis,Irene Miracle,Bo Hopkins",5468
teen beach movie,2013,"Family,Music,TV Movie,Comedy",5.9,"Ross Lynch,Maia Mitchell,Gracie Gillam",5469
withnail i,1987,"Comedy,Drama",7.7,"Richard E. Grant,Paul McGann,Richard Griffiths",5470
the color of money,1986,Drama,7.0,"Paul Newman,Tom Cruise,Mary Elizabeth Mastrantonio",5471
the warriors,1979,"Action,Thriller",7.6,"Michael Beck,James Remar,Dorsey Wright",5472
hounded,2006,"Comedy,Family,TV Movie",5.1,"Tahj Mowry,Craig Kirkwood,Shia LaBeouf",5473
annie,1982,"Comedy,Drama,Family",5.3,"Quvenzhané Wallis,Cameron Diaz,Jamie Foxx",5474
coach carter,2005,Drama,7.3,"Samuel L. Jackson,Rick Gonzalez,Robert Ri'chard",5475
meet bill,2007,"Comedy,Drama,Romance",6.2,"Aaron Eckhart,Jessica Alba,Logan Lerman",5476
the switch,2010,"Comedy,Romance,Drama",6.1,"Jennifer Aniston,Jason Bateman,Patrick Wilson",5477
pk,2014,Drama,7.7,"Jaycee Chan,Bo-lin Chen,Kar-Ying Law",5478
perfect stranger,2007,Thriller,5.7,"Halle Berry,Bruce Willis,Giovanni Ribisi",5479
london boulevard,2010,"Drama,Crime",6.2,"Colin Farrell,Keira Knightley,Ray Winstone",5480
feedback,2019,"Thriller,Horror",5.4,"Eddie Marsan,Paul Anderson,Ivana Baquero",5481
rogue,2007,"Action,Horror,Thriller",6.2,"Michael Vartan,Radha Mitchell,Sam Worthington",5482
of mice and men,1992,Drama,7.5,"John Malkovich,Gary Sinise,Ray Walston",5483
the lighthouse of the orcas,2016,"Romance,Drama",6.7,"Maribel Verdú,Joaquín Furriel,Joaquín Rapalini",5484
national lampoon s loaded weapon 1,1993,"Comedy,Crime,Action",6.2,"Emilio Estevez,Samuel L. Jackson,Jon Lovitz",5485
i know what you did last summer,1997,"Horror,Thriller,Mystery",5.7,"Jennifer Love Hewitt,Sarah Michelle Gellar,Anne Heche",5486
ransom,1996,"Action,Thriller",6.6,"Mel Gibson,Gary Sinise,Rene Russo",5487
il sorpasso,1962,"Drama,Comedy",8.3,"Vittorio Gassman,Jean-Louis Trintignant,Catherine Spaak",5488
the courier,2012,"Action,Thriller",4.9,"Olga Kurylenko,Gary Oldman,Amit Shah",5489
an education,2009,"Drama,Romance",7.3,"Carey Mulligan,Peter Sarsgaard,Alfred Molina",5490
friday the 13th part iii,1982,Horror,5.7,"Dana Kimmell,Tracie Savage,Richard Brooker",5491
milf,2018,Comedy,3.8,"Jack Cullison,Philip Marlatt,Joseph Booton",5492
all star superman,2011,"Animation,Action,Adventure",7.0,"James Denton,Christina Hendricks,Anthony LaPaglia",5493
everyone says i love you,1996,"Comedy,Romance",6.7,"Woody Allen,Goldie Hawn,Julia Roberts",5494
human capital,2014,"Drama,Crime",6.4,"Marisa Tomei,Alex Wolff,Maya Hawke",5495
open windows,2014,"Thriller,Action,Crime",5.2,"Sasha Grey,Elijah Wood,Neil Maskell",5496
the return,2003,"Drama,Horror,Thriller",4.7,"Sarah Michelle Gellar,Sam Shepard,Peter O'Brien",5497
the libertine,2004,"Drama,Romance",6.3,"Johnny Depp,Samantha Morton,John Malkovich",5498
hoffa,1992,"Crime,History",6.6,"Jack Nicholson,Danny DeVito,Armand Assante",5499
search party,2014,Comedy,5.6,"Adam Pally,T.J. Miller,Thomas Middleditch",5500
polaroid,2019,"Horror,Thriller,Mystery",5.1,"Kathryn Prescott,Tyler Young,Samantha Logan",5501
i want to eat your pancreas,2018,"Drama,Animation,Romance",7.9,"Mahiro Takasugi,Lynn,Yukiyo Fujii",5502
the prince and the pauper,1990,"Animation,Comedy,Family",7.1,"Wayne Allwine,Bill Farmer,Arthur Burghardt",5503
miss sloane,2016,"Drama,Thriller",7.5,"Jessica Chastain,Mark Strong,Gugu Mbatha-Raw",5504
soaked in bleach,2015,"Music,Drama,Documentary,Crime",7.4,"Daniel Roebuck,Sarah Scott,August Emerson",5505
exam,2009,"Thriller,Mystery",6.8,"Adar Beck,Gemma Chan,Nathalie Cox",5506
duck soup,1933,"War,Comedy,Music",7.8,"Groucho Marx,Harpo Marx,Chico Marx",5507
saving silverman,2001,"Comedy,Crime,Romance",5.9,"Jason Biggs,Steve Zahn,Jack Black",5508
fahrenheit 9 11,2004,Documentary,7.5,"Michael Moore,George W. Bush,Ben Affleck",5509
urban tale,2012,Drama,6.1,"Barak Friedman,Noa Friedman,Esti Yerushalmi",5510
risky business,1983,"Comedy,Romance,Drama",6.8,"Tom Cruise,Rebecca De Mornay,Joe Pantoliano",5511
quigley down under,1990,Western,6.9,"Tom Selleck,Laura San Giacomo,Alan Rickman",5512
operation red sea,2018,"Action,Thriller,War,Drama",6.7,"Yi Zhang,Johnny Huang,Hai-Qing",5513
mr turner,2014,"History,Drama",6.8,"Timothy Spall,Paul Jesson,Dorothy Atkinson",5514
tarzan the ape man,1981,"Action,Adventure",7.0,"Johnny Weissmuller,Neil Hamilton,C. Aubrey Smith",5515
narc,2002,"Crime,Drama,Thriller,Mystery",7.1,"Ray Liotta,Jason Patric,Chi McBride",5516
the x files,1998,"Mystery,Science Fiction,Thriller",7.0,"David Duchovny,Gillian Anderson,John Neville",5517
over her dead body,2008,Comedy,5.2,"Eva Longoria,Paul Rudd,Lake Bell",5518
two lovers,2008,"Drama,Romance",7.0,"Joaquin Phoenix,Gwyneth Paltrow,Vinessa Shaw",5519
machine gun preacher,2011,"Action,Thriller,Crime",6.8,"Gerard Butler,Michelle Monaghan,Michael Shannon",5520
dragnet,1987,"Action,Comedy,Crime",6.0,"Dan Aykroyd,Tom Hanks,Christopher Plummer",5521
emmanuelle ii,1975,"Drama,Romance",4.8,"Sylvia Kristel,Umberto Orsini,Frédéric Lagache",5522
talk to her,2002,unknown,7.1,Ananda Everingham,5523
the babadook,2014,"Drama,Horror",6.8,"Essie Davis,Noah Wiseman,Daniel Henshall",5524
romeo and juliet,1968,"Drama,Romance",5.8,"Hailee Steinfeld,Douglas Booth,Damian Lewis",5525
the invisible,2007,"Thriller,Science Fiction,Horror",7.1,"Elisabeth Moss,Oliver Jackson-Cohen,Harriet Dyer",5526
righteous kill,2008,"Action,Crime,Drama,Thriller",6.0,"Robert De Niro,Al Pacino,Carla Gugino",5527
alex strangelove,2018,"Comedy,Drama",6.3,"Michael Abela,Daniel Doheny,Brendan Archer",5528
stranger than paradise,1984,"Comedy,Drama",7.5,"John Lurie,Eszter Balint,Richard Edson",5529
body heat,1981,"Crime,Thriller,Romance",7.4,"William Hurt,Kathleen Turner,Richard Crenna",5530
bravetown,2015,"Drama,Music",6.2,"Maria Bello,Laura Dern,Josh Duhamel",5531
drifters,2011,Documentary,7.5,"Rich Hall,Susan Schillinglaw,Richard Dillof",5532
barbie in a christmas carol,2008,"Animation,Family",6.3,"Kelly Sheridan,Morwenna Banks,Melissa Lyons",5533
loose cannons,2010,"Comedy,Crime",4.9,"Gene Hackman,Dan Aykroyd,Dom DeLuise",5534
siberia,2018,"Crime,Romance,Thriller",4.3,"Keanu Reeves,Boris Gulyarin,Ashley St. George",5535
twilight zone the movie,1983,"Drama,Fantasy,Horror,Science Fiction,Thriller",6.5,"Dan Aykroyd,Albert Brooks,Vic Morrow",5536
paper moon,1973,"Comedy,Crime,Drama",8.1,"Ryan O'Neal,Tatum O'Neal,Madeline Kahn",5537
the man who killed don quixote,2018,"Comedy,Fantasy,Adventure",6.4,"José Luis Ferrer,Ismael Fritschi,Juan López-Tagle",5538
beastie boys story,2020,"Documentary,Music",7.9,"Beastie Boys,Mike D,Adam Horovitz",5539
fantomas vs scotland yard,1967,"Comedy,Crime,Adventure,Fantasy",6.8,"Jean Marais,Louis de Funès,Mylène Demongeot",5540
eternity,2010,"Drama,Romance,War",7.6,"Burt Lancaster,Montgomery Clift,Deborah Kerr",5541
the alamo,2004,"Western,History,War",6.0,"Dennis Quaid,Billy Bob Thornton,Emilio Echevarría",5542
