title,release_date,genre,imdb_rating,casts,movie_id
angel s egg,1985,"Animation,Drama,Fantasy,Horror,Mystery,Science Fiction",7.7,"Mako Hyôdô,Jinpachi Nezu",6909
primer,2004,"Science Fiction,Drama,Thriller",6.9,"Shane Carruth,David Sullivan,Casey Gooden",6910
the prince me 2 the royal wedding,2006,"Comedy,Family,Romance",4.4,"Luke Mably,Kam Heskin,Maryam d'Abo",6911
pitch black,2000,"Thriller,Science Fiction,Action",7.1,"Radha Mitchell,Cole Hauser,Vin Diesel",6912
the thing about harry,2020,"Romance,TV Movie,Comedy",7.1,"Jake Borelli,Niko Terho,Britt Baron",6913
diary of a wimpy kid dog days,2012,"Comedy,Family",6.3,"Zachary Gordon,Robert Capron,Devon Bostick",6914
the admiral roaring currents,2014,"War,Action,Drama,History",7.1,"Min-sik Choi,Seung-ryong Ryu,Jin-woong Cho",6915
w e,2011,"Drama,Romance",6.3,"Abbie Cornish,James D'Arcy,Andrea Riseborough",6916
the philadelphia experiment,1984,"Science Fiction,Adventure,Thriller",6.1,"Michael Paré,Nancy Allen,Eric Christmas",6917
before the flood,2016,Documentary,8.3,"Leonardo DiCaprio,Ki-moon Ban,Alejandro G. Iñárritu",6918
the last american virgin,1982,Comedy,6.3,"Lawrence Monoson,Diane Franklin,Steve Antin",6919
timer,2009,"Fantasy,Drama,Comedy,Science Fiction,Romance",6.5,"Emma Caulfield Ford,Scott Holroyd,Kali Rocha",6920
arthur,1981,"Adventure,War,History,Action",6.3,"Clive Owen,Stephen Dillane,Keira Knightley",6921
jason and the argonauts,1963,"Adventure,Family,Fantasy",7.3,"Todd Armstrong,Nancy Kovack,Gary Raymond",6922
milf,2010,Comedy,3.8,"Jack Cullison,Philip Marlatt,Joseph Booton",6923
this film is not yet rated,2006,Documentary,7.5,"Kirby Dick,Kimberly Peirce,Darren Aronofsky",6924
fish tank,2009,Drama,7.3,"Katie Jarvis,Michael Fassbender,Kierston Wareing",6925
the delta force,1986,"Action,Thriller,Adventure",5.6,"Chuck Norris,Lee Marvin,Martin Balsam",6926
cold creek manor,2003,"Mystery,Thriller",5.0,"Dennis Quaid,Sharon Stone,Stephen Dorff",6927
south wind,2018,"Crime,Thriller,Drama",8.1,"Milos Bikovic,Miodrag Radonjic,Dragan Bjelogrlic",6928
tangled before ever after,2017,"Adventure,Animation,Comedy,Family,Fantasy,TV Movie",6.6,"Zachary Levi,Mandy Moore,Eden Espinosa",6929
i ll always know what you did last summer,2006,Horror,3.5,"Brooke Nevin,David Paetkau,Torrey DeVitto",6930
the perfect score,2004,"Comedy,Crime",5.7,"Scarlett Johansson,Erika Christensen,Chris Evans",6931
hamlet,1996,"Drama,History",6.7,"Mel Gibson,Glenn Close,Alan Bates",6932
james vs his future self,2020,"Science Fiction,Comedy",5.9,"Jonas Chernick,Daniel Stern,Cleopatra Coleman",6933
road trip,2000,"Comedy,Adventure",6.4,"Breckin Meyer,Seann William Scott,Amy Smart",6934
case closed countdown to heaven,2001,"Crime,Animation,Action,Mystery,Drama",7.6,"Minami Takayama,Wakana Yamazaki,Kappei Yamaguchi",6935
be kind rewind,2008,"Drama,Comedy",6.4,"Jack Black,Yasiin Bey,Danny Glover",6936
death and the maiden,1994,"Drama,Thriller,Mystery",7.3,"Sigourney Weaver,Ben Kingsley,Stuart Wilson",6937
forbidden empire,2014,"Thriller,Adventure,Mystery,Fantasy,Horror,Science Fiction",5.2,"Jason Flemyng,Andrey Smolyakov,Aleksey Chadov",6938
verotika,2019,"Horror,Action,Fantasy",1.9,"Ashley Wisdom,Rachel Alig,Alice Tate",6939
the round up,2010,"Western,Comedy",5.7,"Roscoe 'Fatty' Arbuckle,Mabel Julienne Scott,Irving Cummings",6940
uhf,1989,Comedy,7.0,"'Weird Al' Yankovic,Victoria Jackson,Kevin McCarthy",6941
come and find me,2016,"Drama,Thriller",5.7,"Annabelle Wallis,Aaron Paul,Enver Gjokaj",6942
pumpkinhead,1988,"Fantasy,Horror",6.2,"Lance Henriksen,Jeff East,John D'Aquino",6943
plum blossom,2000,"Romance,Drama",5.9,"Jung Hyun Kim,Doona Bae,Rae-won Kim",6944
short term 12,2013,Drama,8.0,"Brie Larson,Frantz Turner,John Gallagher Jr.",6945
i m for the hippopotamus,1979,"Adventure,Action,Comedy",6.7,"Terence Hill,Bud Spencer,Joe Bugner",6946
one piece adventure of nebulandia,2015,"Action,Animation,Adventure,Comedy,Fantasy",7.1,"Tia Lynn Ballard,Justin Briner,Jacob Browning",6947
the master of disguise,2002,"Comedy,Family",3.3,"Dana Carvey,Jennifer Esposito,Harold Gould",6948
the madagascar penguins in a christmas caper,2005,"Animation,Comedy,Family",7.4,"Tom McGrath,Chris Miller,Christopher Knights",6949
a cinderella christmas,2016,"Romance,Comedy,TV Movie",6.3,"Emma Rigby,Peter Porte,Sarah Stouffer",6950
a winter princess,2019,"Romance,TV Movie",6.6,"Natalie Hall,Chris McNally,Lara Gilchrist",6951
2001 maniacs,2005,"Comedy,Horror",5.3,"Robert Englund,Lin Shaye,Giuseppe Andrews",6952
the midnight man,2016,Horror,4.8,"Summer H. Howell,Keenan Lehmann,Meredith Rose",6953
the catcher was a spy,2018,"Drama,War,Thriller",6.2,"Paul Rudd,Pierfrancesco Favino,Tom Wilkinson",6954
contraband,2012,"Thriller,Action,Drama,Crime",6.5,"Mark Wahlberg,Giovanni Ribisi,Kate Beckinsale",6955
glee the concert movie,2011,"Documentary,Music,Family",5.4,"Cory Monteith,Dianna Agron,Lea Michele",6956
mallrats,1995,"Romance,Comedy",7.1,"Shannen Doherty,Jeremy London,Jason Lee",6957
parental guidance,2012,Comedy,6.0,"Billy Crystal,Bette Midler,Marisa Tomei",6958
happily n ever after 2,2009,Animation,3.8,"G.K. Bowes,Kelly Brewster,Doug Erholtz",6959
african cats,2011,"Documentary,Adventure",7.6,Samuel L. Jackson,6960
the messenger,2009,Drama,7.1,"Ben Foster,Samantha Morton,Woody Harrelson",6961
inherit the wind,1960,"Drama,History",8.1,"Spencer Tracy,Fredric March,Gene Kelly",6962
st elmo s fire,1985,"Drama,Romance,Comedy",6.4,"Demi Moore,Rob Lowe,Andrew McCarthy",6963
tom and jerry the fast and the furry,2005,"Action,Family,Animation,Comedy,Adventure",6.5,"Charlie Adler,Jeff Bennett,John DiMaggio",6964
the cutting edge fire ice,2010,"Drama,Romance",6.1,"Francia Raisa,Brendan Fehr,Russell Yuen",6965
we go in at dawn,2020,History,4.0,"Samantha Coughlan,Kelvin Fletcher,Christos Lawton",6966
blame,2017,Drama,5.8,"Chris Messina,Tate Donovan,Trieste Kelly Dunn",6967
death wish 3,1985,"Action,Crime,Drama,Thriller",5.9,"Charles Bronson,Deborah Raffin,Ed Lauter",6968
salvador,1986,"Drama,History,Thriller",7.4,"James Woods,Jim Belushi,Michael Murphy",6969
junebug,2005,"Comedy,Drama",6.9,"Embeth Davidtz,Alessandro Nivola,David Kuhn",6970
forever strong,2008,Drama,7.2,"Sean Faris,Penn Badgley,Gary Cole",6971
casshern,2004,"Drama,Horror,Science Fiction",6.1,"Yûsuke Iseya,Kumiko Asô,Akira Terao",6972
supersonic,2016,"Documentary,Music",7.9,"Paul Arthurs,Christine Biller,Mark Coyle",6973
elektra luxx,2011,"Comedy,Drama",5.1,"Joseph Gordon-Levitt,Carla Gugino,Ermahn Ospina",6974
the other woman,2010,"Comedy,Romance",6.0,"Cameron Diaz,Leslie Mann,Kate Upton",6975
the den,2013,"Horror,Thriller",6.0,"Melanie Papalia,David Schlachtenhaufen,Adam Shapiro",6976
rare exports a christmas tale,2010,Fantasy,6.7,"Jorma Tommila,Onni Tommila,Peeter Jakobi",6977
prozac nation,2001,"Drama,Romance",6.3,"Christina Ricci,Jonathan Rhys Meyers,Jessica Lange",6978
the ice storm,1997,Drama,7.4,"Kevin Kline,Joan Allen,Sigourney Weaver",6979
cosmopolis,2012,Drama,5.1,"Robert Pattinson,Juliette Binoche,Sarah Gadon",6980
dragonslayer,1981,"Fantasy,Adventure",6.7,"Peter MacNicol,Caitlin Clarke,Ralph Richardson",6981
housebound,2014,"Horror,Comedy,Thriller",6.8,"Morgana O'Reilly,Rima Te Wiata,Glen-Paul Waru",6982
the kid,1921,"Western,Drama",5.9,"Jake Schur,Leila George,Chris Pratt",6983
the vanishing of sidney hall,2017,"Drama,Mystery",6.9,"Logan Lerman,Elle Fanning,Kyle Chandler",6984
ben 10 race against time,2008,"Action,Family,Science Fiction",4.2,"Graham Phillips,Christien Anholt,Haley Ramm",6985
colors,1988,"Action,Crime,Drama",6.8,"Sean Penn,Robert Duvall,Maria Conchita Alonso",6986
hoosiers,1986,"Drama,Family",7.5,"Gene Hackman,Barbara Hershey,Dennis Hopper",6987
black gold,2011,"Adventure,Drama",6.7,"Tahar Rahim,Antonio Banderas,Mark Strong",6988
afro samurai resurrection,2009,"Animation,Action",7.2,"Samuel L. Jackson,Lucy Liu,Mark Hamill",6989
the return of the pink panther,1975,"Mystery,Comedy,Crime",7.1,"Peter Sellers,Christopher Plummer,Catherine Schell",6990
mercury rising,1998,"Action,Crime,Drama,Thriller",6.2,"Bruce Willis,Miko Hughes,Alec Baldwin",6991
black narcissus,1947,Drama,7.8,"Deborah Kerr,David Farrar,Flora Robson",6992
better off dead,1985,Comedy,7.1,"John Cusack,David Ogden Stiers,Kim Darby",6993
the stanford prison experiment,2015,Thriller,6.9,"Ezra Miller,Tye Sheridan,Billy Crudup",6994
the little death,2014,"Drama,Comedy,Romance",7.1,"Bojana Novakovic,Josh Lawson,Damon Herriman",6995
and now for something completely different,1971,Comedy,7.6,"John Cleese,Michael Palin,Graham Chapman",6996
the big chill,1983,"Comedy,Drama",7.2,"Tom Berenger,Glenn Close,Jeff Goldblum",6997
the age of innocence,1993,"Drama,Romance",7.2,"Daniel Day-Lewis,Michelle Pfeiffer,Winona Ryder",6998
shin godzilla,2016,"Action,Science Fiction,Horror",6.7,"Hiroki Hasegawa,Yutaka Takenouchi,Satomi Ishihara",6999
munna bhai m b b s,2003,"Comedy,Drama",8.1,"Sanjay Dutt,Arshad Warsi,Gracy Singh",7000
i know who killed me,2007,"Crime,Horror,Mystery,Thriller",3.6,"Lindsay Lohan,Julia Ormond,Neal McDonough",7001
curve,2015,"Horror,Thriller",5.5,"Julianne Hough,Teddy Sears,Penelope Mitchell",7002
nowhere boy,2009,Drama,7.1,"Aaron Taylor-Johnson,Kristin Scott Thomas,Anne-Marie Duff",7003
babysitting 2,2015,Comedy,6.4,"Philippe Lacheau,Alice David,Vincent Desagnat",7004
king of thieves,2018,"Crime,Drama",5.5,"Michael Caine,Michael Gambon,Francesca Annis",7005
in order of disappearance,2014,"Thriller,Action,Comedy,Crime",7.2,"Stellan Skarsgård,Bruno Ganz,Pål Sverre Hagen",7006
lucky you,2007,"Drama,Romance",5.9,"Eric Bana,Drew Barrymore,Robert Duvall",7007
mickey blue eyes,1999,"Comedy,Crime,Romance",5.8,"Hugh Grant,Jeanne Tripplehorn,James Caan",7008
upside down,2012,"Romance,Science Fiction,Drama,Fantasy",6.4,"Jim Sturgess,Kirsten Dunst,Timothy Spall",7009
my little pony equestria girls legend of everfree,2016,"Adventure,Animation,Music,Fantasy,Comedy",6.4,"Tara Strong,Rebecca Shoichet,Ashleigh Ball",7010
mr church,2016,Drama,7.6,"Eddie Murphy,Britt Robertson,Natascha McElhone",7011
teen wolf too,1987,"Comedy,Fantasy,Family",3.4,"Jason Bateman,Kim Darby,John Astin",7012
journey s end,2017,"Drama,War",6.6,"Paul Bettany,Sam Claflin,Stephen Graham",7013
troublemakers,1994,Documentary,6.5,"Vito Acconci,Carl Andre,Germano Celant",7014
jab we met,2007,"Drama,Comedy,Romance",7.9,"Shahid Kapoor,Kareena Kapoor,Tarun Arora",7015
vfw,2019,"Action,Thriller",6.1,"Stephen Lang,William Sadler,Fred Williamson",7016
farewell my queen,2012,"Drama,History",6.2,"Léa Seydoux,Diane Kruger,Virginie Ledoyen",7017
critters 2,1988,"Comedy,Horror,Science Fiction",5.5,"Scott Grimes,Liane Curtis,Terrence Mann",7018
the after party,2018,"Comedy,Music",5.8,"Harrison Holzer,Kyle,Jordan Rock",7019
what just happened,2008,"Comedy,Drama",5.6,"Robert De Niro,John Turturro,Stanley Tucci",7020
we have always lived in the castle,2019,"Drama,Mystery,Thriller",5.6,"Taissa Farmiga,Alexandra Daddario,Crispin Glover",7021
the china syndrome,1979,Thriller,7.4,"Jane Fonda,Jack Lemmon,Michael Douglas",7022
batman mystery of the batwoman,2003,"Adventure,Fantasy,Animation,Action,Science Fiction,Family",6.7,"Kevin Conroy,Kimberly Brooks,Kelly Ripa",7023
airport,1970,"Action,Adventure,Drama,Thriller",5.8,"Jack Lemmon,Lee Grant,Joseph Cotten",7024
close,2019,"Action,Thriller",5.7,"Noomi Rapace,Olivia Jewson,Abdellatif Chaouqi",7025
the experiment,2001,"Thriller,Drama",6.4,"Adrien Brody,Cam Gigandet,Forest Whitaker",7026
my name is sara,2020,"Drama,History",5.6,"Zuzanna Surowy,Konrad Cichon,Pawel Królikowski",7027
werckmeister harmonies,2000,Drama,8.2,"Lars Rudolph,Peter Fitz,Hanna Schygulla",7028
the crow salvation,2000,"Action,Thriller,Crime,Fantasy,Mystery",4.9,"Kirsten Dunst,William Atherton,Debbie Fan",7029
nighthawks,1981,"Action,Crime,Thriller",6.4,"Sylvester Stallone,Rutger Hauer,Billy Dee Williams",7030
the cincinnati kid,1965,Drama,7.3,"Steve McQueen,Ann-Margret,Edward G. Robinson",7031
the call up,2016,"Adventure,Action,Science Fiction",4.9,"Max Deacon,Morfydd Clark,Ali Cook",7032
3 men and a little lady,1990,"Comedy,Family",5.4,"Tom Selleck,Steve Guttenberg,Ted Danson",7033
kundun,1997,"Drama,History",7.0,"Tenzin Thuthob Tsarong,Gyurme Tethong,Tulku Jamyang Kunga Tenzin",7034
bound to vengeance,2015,"Thriller,Horror",5.6,"Tina Ivlev,Richard Tyson,Bianca Malinowski",7035
don,2006,"Romance,Comedy,Drama",6.5,"Joseph Gordon-Levitt,Scarlett Johansson,Julianne Moore",7036
nine months,1995,"Romance,Comedy",5.5,"Hugh Grant,Julianne Moore,Tom Arnold",7037
finding forrester,2000,Drama,7.3,"Sean Connery,Rob Brown,F. Murray Abraham",7038
burlesque,2010,"Drama,Romance",6.4,"Cher,Christina Aguilera,Alan Cumming",7039
whitney can i be me,2017,"Documentary,Music",6.7,"Whitney Houston,Tony Anderson,Burt Bacharach",7040
freaks of nature,2015,"Science Fiction,Comedy,Horror",5.9,"Nicholas Braun,Mackenzie Davis,Josh Fadem",7041
just add romance,2019,"TV Movie,Romance",6.6,"Meghann Fahy,Luke Macfarlane,Theresa Wong",7042
cruising,1980,"Thriller,Crime",6.5,"Al Pacino,Paul Sorvino,Karen Allen",7043
the devils,1971,"Drama,History",7.8,"Vanessa Redgrave,Oliver Reed,Dudley Sutton",7044
in the loop,2009,Comedy,7.4,"Tom Hollander,Peter Capaldi,James Gandolfini",7045
dragon ball z lord slug,1991,"Action,Animation,Science Fiction",6.7,"Masako Nozawa,Toshio Furukawa,Mayumi Tanaka",7046
no game no life zero,2017,"Fantasy,Comedy,Animation,Action,Drama,Romance",7.5,"Alexandra Bedford,Jessica Boone,Ricardo Contreras",7047
merry christmas drake josh,2008,"Comedy,TV Movie",6.9,"Drake Bell,Josh Peck,Miranda Cosgrove",7048
mandela long walk to freedom,2013,"Drama,History",7.1,"Idris Elba,Naomie Harris,Terry Pheto",7049
dan in real life,2007,"Comedy,Romance,Drama",6.7,"Steve Carell,Juliette Binoche,Dane Cook",7050
wet hot american summer,2001,Comedy,6.6,"Janeane Garofalo,David Hyde Pierce,Michael Showalter",7051
rampant,2018,unknown,4.9,"James Murray,Merna Kennedy,Eddie Borden",7052
avenging angelo,2002,"Action,Comedy,Crime",5.2,"Sylvester Stallone,Madeleine Stowe,Anthony Quinn",7053
from dusk till dawn 2 texas blood money,1999,"Crime,Action,Horror,Thriller",4.1,"Robert Patrick,Bo Hopkins,Duane Whitaker",7054
the wedding guest,2019,Thriller,5.7,"Dev Patel,Radhika Apte,Jim Sarbh",7055
best of the best,1989,Action,6.5,"Eric Roberts,James Earl Jones,Sally Kirkland",7056
the party,1980,"Comedy,Drama",6.6,"Timothy Spall,Kristin Scott Thomas,Patricia Clarkson",7057
blood fest,2018,"Comedy,Horror",5.3,"Robbie Kay,Jacob Batalon,Seychelle Gabriel",7058
zoom,2006,"Family,Comedy,Adventure,Action,Science Fiction",4.4,"Tim Allen,Courteney Cox,Chevy Chase",7059
taxi 3,2003,"Action,Comedy",5.8,"Samy Naceri,Frédéric Diefenthal,Bernard Farcy",7060
ghost in the shell 2 0,2008,"Action,Animation,Science Fiction",8.0,"Atsuko Tanaka,Akio Ôtsuka,Kôichi Yamadera",7061
american kamasutra,2018,"Drama,Romance",2.9,"Ashlynn Yennie,Justin Berti,Raylin Joy",7062
money talks,1997,"Action,Comedy",6.2,"Charlie Sheen,Chris Tucker,Heather Locklear",7063
death race 2050,2017,"Action,Comedy,Science Fiction",3.7,"Manu Bennett,Malcolm McDowell,Marci Miller",7064
starred up,2013,Drama,7.4,"Jack O'Connell,Ben Mendelsohn,Rupert Friend",7065
off course,2015,"Thriller,Horror",8.2,"Callum Douglas,Franz Forrester,Tom Hayes",7066
urotsukid ji legend of the overfiend,1989,"Action,Animation,Horror",6.4,"Christopher Courage,Rebel Joy,Sonny Weil",7067
arsenal,2017,"Action,Crime,Thriller",4.0,"Nicolas Cage,John Cusack,Adrian Grenier",7068
intruders,2016,"Drama,Thriller,Horror",5.7,"Rory Culkin,Leticia Jimenez,Jack Kesy",7069
twinsters,2015,"Family,Documentary",7.5,"Anaïs Bordier,Samantha Futerman",7070
pok mon heroes latios and latias,2002,"Action,Adventure,Animation,Fantasy",6.1,"Eric Stuart,Madeleine Blaustein,Rachael Lillis",7071
a matter of loaf and death,2008,"Animation,Comedy,Family,Crime,Mystery",7.6,"Peter Sallis,Sally Lindsay,Melissa Collier",7072
cloud 9,2014,"Action,Drama,Romance,TV Movie",6.6,"Luke Benward,Dove Cameron,Mike C. Manning",7073
sandy wexler,2017,Comedy,5.1,"Adam Sandler,Jennifer Hudson,Kevin James",7074
anywhere but here,1999,"Drama,Comedy,Romance",6.2,"Susan Sarandon,Natalie Portman,Hart Bochner",7075
exotica,1994,"Drama,Mystery",7.0,"Bruce Greenwood,Elias Koteas,Don McKellar",7076
the jesus rolls,2019,"Comedy,Crime,Drama",4.3,"John Turturro,Bobby Cannavale,Audrey Tautou",7077
pandemic covid 19,2020,Documentary,4.9,"Dianna Adama,Thomas Friedrich,Didier Housin",7078
david lynch the art life,2017,Documentary,7.2,"David Lynch,Lula Lynch,Edwina Lynch",7079
i don t feel at home in this world anymore,2017,"Comedy,Crime,Drama,Thriller",6.9,"Melanie Lynskey,Chris Doubek,Marilyn Faith Hickey",7080
i saw the light,2016,"Drama,Music",5.7,"Tom Hiddleston,Elizabeth Olsen,Maddie Hasson",7081
hotel chevalier,2007,"Romance,Drama",7.3,"Jason Schwartzman,Natalie Portman,Waris Ahluwalia",7082
resident evil apocalypse,2004,"Horror,Action,Science Fiction",6.2,"Milla Jovovich,Sienna Guillory,Eric Mabius",7083
pok mon destiny deoxys,2004,"Adventure,Animation,Family,Fantasy",6.1,"Veronica Taylor,Eric Stuart,Amy Birnbaum",7084
kuppathu raja,2019,Drama,5.9,"S.A. Ashokan,Manjula,Aachi Manorama",7085
margaret,2011,Drama,6.4,"Anna Paquin,Matt Damon,Mark Ruffalo",7086
the other man,2008,"Drama,Thriller,Mystery,Romance",5.4,"Liam Neeson,Antonio Banderas,Laura Linney",7087
imperium,2016,"Crime,Drama,Thriller,Mystery",6.5,"Daniel Radcliffe,Toni Collette,Tracy Letts",7088
the field guide to evil,2018,Horror,4.9,"Marlene Hauser,Luzia Oppermann,Karin Pauer",7089
incarnate,2016,"Horror,Thriller",5.3,"Aaron Eckhart,Carice van Houten,Catalina Sandino Moreno",7090
bears,2014,Documentary,7.4,John C. Reilly,7091
earth girls are easy,1988,"Music,Comedy,Science Fiction",5.4,"Geena Davis,Jeff Goldblum,Jim Carrey",7092
lemonade,2016,Music,8.3,"Beyoncé,Brittani Alexander,Jasmine Badie",7093
macgruber,2010,"Action,Adventure,Comedy",5.5,"Will Forte,Kristen Wiig,Val Kilmer",7094
welcome to the dollhouse,1996,"Comedy,Drama",7.4,"Heather Matarazzo,Christina Brucato,Victoria Davis",7095
cut bank,2014,Thriller,6.0,"Michael Stuhlbarg,Bruce Dern,John Malkovich",7096
leviathan,2014,"Adventure,Horror,Action,Thriller,Science Fiction",5.8,"Peter Weller,Richard Crenna,Amanda Pays",7097
bitter harvest,2017,"War,Drama,History,Romance",6.0,"Max Irons,Samantha Barks,Terence Stamp",7098
easy virtue,2008,"Comedy,Romance",6.7,"Jessica Biel,Ben Barnes,Kristin Scott Thomas",7099
my name is bruce,2007,"Comedy,Horror,Fantasy",6.2,"Bruce Campbell,Grace Thorsen,Taylor Sharpe",7100
t 34,2018,"War,Action,Drama,History",6.6,"Alexander Petrov,Irina Starshenbaum,Viktor Dobronravov",7101
seventeen,2019,"Comedy,Romance,Drama",6.0,"Elijah Wood,Franka Potente,Mandy Moore",7102
husk,2011,"Horror,Thriller",5.2,"Devon Graye,Wes Chatham,C.J. Thomason",7103
ocean s eleven,1960,"Thriller,Crime",7.7,"George Clooney,Brad Pitt,Julia Roberts",7104
oceans,2009,"Documentary,Family",7.8,"Pierce Brosnan,Jacques Perrin,Pedro Armendáriz Jr.",7105
ghost world,2001,"Comedy,Drama",7.3,"Steve Buscemi,Thora Birch,Scarlett Johansson",7106
and then we danced,2019,"Drama,Romance",7.8,"Levan Gelbakhiani,Bachi Valishvili,Ana Javakishvili",7107
bpm beats per minute,2017,Drama,7.4,"Nahuel Pérez Biscayart,Arnaud Valois,Adèle Haenel",7108
mood indigo,2013,"Drama,Fantasy",6.5,"Romain Duris,Audrey Tautou,Gad Elmaleh",7109
dr jekyll and mr hyde,1932,"Horror,Science Fiction",7.6,"Fredric March,Miriam Hopkins,Rose Hobart",7110
cruel peter,2020,Horror,5.0,"Angelica Alleruzzo,Antonio Alveario,Aran Bevan",7111
video games the movie,2014,"History,Documentary,Animation",6.1,"Sean Astin,Al Alcorn,Peter Armstrong",7112
the fundamentals of caring,2016,"Comedy,Drama",7.3,"Craig Roberts,Paul Rudd,Selena Gomez",7113
a chinese ghost story,1987,"Fantasy,Action",7.5,"Leslie Cheung,Joey Wang,Wu Ma",7114
the cheetah girls one world,2008,"Comedy,Drama,Family,Music,TV Movie",4.7,"Adrienne Houghton,Sabrina Bryan,Kiely Williams",7115
palo alto,2014,Drama,6.2,"Emma Roberts,James Franco,Jack Kilmer",7116
hawking,2004,Drama,7.5,"Benedict Cumberbatch,Michael Brandon,Tom Hodgkins",7117
road trip beer pong,2009,Comedy,4.9,"DJ Qualls,Mary Cobb,Rhoda Griffis",7118
black or white,2014,Drama,6.6,"Kevin Costner,Octavia Spencer,Gillian Jacobs",7119
turkish for beginners,2012,Comedy,5.8,"Josefine Preuß,Elyas M'Barek,Anna Stieblich",7120
the brothers bloom,2008,"Adventure,Comedy,Drama,Romance",6.8,"Rachel Weisz,Adrien Brody,Mark Ruffalo",7121
the children s hour,1961,"Drama,Romance",7.8,"Audrey Hepburn,Shirley MacLaine,James Garner",7122
beethoven s 5th,2003,"Comedy,Family",4.1,"Dave Thomas,Faith Ford,Daveigh Chase",7123
miracle in cell no 7,2013,"Drama,Comedy",7.5,"Aga Muhlach,Bela Padilla,Xia Vigor",7124
the man eater,1999,Comedy,4.6,"Loredana Cannata,Arturo Paglia,Pascal Persiano",7125
santa s slay,2005,"Comedy,Fantasy,Horror",5.3,"Bill Goldberg,Douglas Smith,Emilie de Ravin",7126
forsaken,2015,"Drama,Western",6.3,"Esther Purves-Smith,Kiefer Sutherland,Donald Sutherland",7127
marvel studios assembling a universe,2014,"TV Movie,Documentary",7.5,"Axel Alonso,Victoria Alonso,Hayley Atwell",7128
the roads not taken,2020,Drama,4.8,"Javier Bardem,Elle Fanning,Branka Katic",7129
cocaine godmother,2017,"Thriller,Drama",5.6,"Catherine Zeta-Jones,Jenny Pellicer,Alejandro Edda",7130
species the awakening,2007,"Horror,Science Fiction,Thriller",4.1,"Edy Arellano,Marco Bacuzzi,Jan Bouda",7131
spielberg,2017,"Documentary,TV Movie",7.7,"Steven Spielberg,Martin Scorsese,Richard Dreyfuss",7132
laurence anyways,2012,"Drama,Romance",7.7,"Melvil Poupaud,Emmanuel Schwartz,Suzanne Clément",7133
madea s witness protection,2012,"Drama,Comedy,Crime",4.9,"Tyler Perry,Eugene Levy,Denise Richards",7134
family business,1989,"Action,Comedy,Crime,Drama,Thriller,Mystery",5.7,"Sean Connery,Dustin Hoffman,Matthew Broderick",7135
one night at mccool s,2001,"Comedy,Crime",6.1,"Liv Tyler,Matt Dillon,Mary Jo Smith",7136
marshland,2014,Thriller,7.3,"Javier Gutiérrez,Raúl Arévalo,María Varod",7137
the man who would be king,1975,"Adventure,Drama",7.8,"Sean Connery,Michael Caine,Christopher Plummer",7138
kristy,2014,"Thriller,Horror",5.9,"Haley Bennett,Ashley Greene,Lucas Till",7139
the portrait of a lady,1996,"Drama,Romance",6.2,"Nicole Kidman,John Malkovich,Barbara Hershey",7140
he got game,1998,Drama,6.9,"Denzel Washington,Milla Jovovich,Ray Allen",7141
children of paradise,1945,Documentary,6.4,"Arletty,Jean-Louis Barrault,Jean-Roger Bontemps",7142
rabbit proof fence,2002,"Adventure,Drama,Action,History",7.4,"Everlyn Sampi,Tianna Sansbury,Kenneth Branagh",7143
radio,2003,Drama,6.9,"Cuba Gooding Jr.,Ed Harris,Debra Winger",7144
postal,2007,"Action,Comedy",4.5,"Zack Ward,Dave Foley,Verne Troyer",7145
15 minutes of war,2019,"Action,Drama,War,History",6.3,"Alban Lenoir,Olga Kurylenko,Sébastien Lalanne",7146
escape plan the extractors,2019,"Action,Thriller",4.4,"Sylvester Stallone,Dave Bautista,50 Cent",7147
london,2006,"Drama,Action,Romance",6.5,"Jessica Biel,Chris Evans,Jason Statham",7148
the boy who cried werewolf,2010,"Family,Fantasy,Horror,TV Movie",6.0,"Victoria Justice,Chase Ellison,Anna Galvin",7149
barney s version,2010,"Comedy,Drama",7.3,"Paul Giamatti,Rosamund Pike,Jake Hoffman",7150
the alpha test,2020,Science Fiction,3.3,"Mack Bayda,Brad Belemjian,David Ditmore",7151
spooks the greater good,2015,"Thriller,Action",6.2,"Kit Harington,Peter Firth,Jennifer Ehle",7152
the big country,1958,"Drama,Western,Romance",7.9,"Gregory Peck,Jean Simmons,Carroll Baker",7153
ricochet,1991,Crime,6.2,"Denzel Washington,John Lithgow,Ice-T",7154
drone,2017,Thriller,5.3,"Sean Bean,Patrick Sabongui,Mary McCormack",7155
bloodrayne deliverance,2007,"Action,Horror,Western",2.6,"Natassia Malthe,Zack Ward,Michael Paré",7156
i q,1994,"Comedy,Drama,Romance",6.2,"Tim Robbins,Meg Ryan,Walter Matthau",7157
being there,1979,"Comedy,Drama",8.0,"Peter Sellers,Shirley MacLaine,Melvyn Douglas",7158
hairspray,1988,"Comedy,Romance,Drama",6.6,"John Travolta,Queen Latifah,Nikki Blonsky",7159
10 000 saints,2015,"Comedy,Drama,Music",5.9,"Ethan Hawke,Asa Butterfield,Hailee Steinfeld",7160
before night falls,2000,Drama,7.2,"Javier Bardem,Johnny Depp,Olatz López Garmendia",7161
the sun is also a star,2019,"Romance,Drama",5.8,"Yara Shahidi,Anais Lee,Charles Melton",7162
top five,2014,"Drama,Comedy",6.4,"Chris Rock,Rosario Dawson,Gabrielle Union",7163
